text,label
إسرائيل تطلق مجموعة من السكان العرب للتصدي للصواريخ الإيرانية,0
دليل الحدود لتمييز التناقضات الثانوية والرئيسية في الحرب الإيرانية-الإسرائيلية,0
ترامب يدعو سكان طهران لإخلائها فوراً والتوجه إلى طاولة المفاوضات الآمنة,0
ترامب يعرض على لجنة نوبل منحه جائزة السلام مقابل وقف الحرب بين إيران وإسرائيل,0
الخوف من انزلاق الفوضى إلى المنطقة,0
خامنئي: **** دينكم على دين ٧-أكتوبر عرص,0
إسرائيل وإيران تتفقان على القيام بمسرحية نووية بعد فشلهما في خداع أبو طلال بالمسرحية الدائرة,0
إصابة كف العفريت بتلوث إشعاعي,0
إسرائيل تطلق مجموعة من السكان العرب للتصدي للصواريخ الإيرانية,0
دليل الحدود لتمييز التناقضات الثانوية والرئيسية في الحرب الإيرانية-الإسرائيلية,0
ترامب يدعو سكان طهران لإخلائها فوراً والتوجه إلى طاولة المفاوضات الآمنة,0
ترامب يعرض على لجنة نوبل منحه جائزة السلام مقابل وقف الحرب بين إيران وإسرائيل,0
مطالب بعطلة رسمية إلى حين انتهاء الحرب,0
خاص بالحدود: أبو طلال يكشف كواليس المسرحية الإسرائيلية الإيرانية,0
مطالب بعطلة رسمية إلى حين انتهاء الحرب,0
الحدود في مقابلة مع ناشط سيلتحق بقافلة الصمود على هامش رحلته السياحية,0
اغتيال كينيدي وألغاز أخرى يكمن حلّها في صندوق رسائل الصحفي السوري,0
ألا يتعب كف العفريت من حمل المنطقة طوال الوقت؟,0
تأثرا بملحمة ميرا وأحمد: تعرَّف إلى الحب الذي جمع ريم وذو الفقار,0
الشرع يبدي استعداده لتوقيع اتفاقية كف بلاء مع إسرائيل,0
الوجود والعدم في سوريا واحد,0
أسواق الحدود: كيف تؤثر الأحداث الإقليمية على سوق ستيكرات اللابتوب,0
سيوران يكتب: أمل هذه تكون أمك…,0
نوَّاف سلام: نصف لمعة,0
مصر: قرار بحبس الناشطين مع أمهاتهم وأبنائهم وأجدادهم بدءاً من اليوم,0
مواطن غزّي يتبرّع لناشط إنستاغرامي بأخذ مقعده في الجانب الصحيح من التاريخ,0
نتنياهو يقر خطة الهجوم لليوم التالي للحرب,0
لماذا لا يحلل أبو تريكة مباريات الدوري القطري ويريّح رأسه من الغرب الخرا؟,0
الحدود في مقابلة مع كارلو أنشيلوتي: روماريو هو من رفض العودة للمنتخب، وهذه أسباب غياب أدريانو,0
حماس تُدخل تغييرات جذرية على خطابها الإعلامي,0
قطر تبدي مخاوفها من انتهاء الحرب في غزة قبل انتهاء المفاوضات,0
نتنياهو يقر خطة الهجوم لليوم التالي للحرب,0
لماذا لا يحلل أبو تريكة مباريات الدوري القطري ويريّح رأسه من الغرب الخرا؟,0
الحدود في مقابلة مع كارلو أنشيلوتي: روماريو هو من رفض العودة للمنتخب، وهذه أسباب غياب أدريانو,0
حماس تُدخل تغييرات جذرية على خطابها الإعلامي,0
قطر تبدي مخاوفها من انتهاء الحرب في غزة قبل انتهاء المفاوضات,0
محاولة لتتبع أصل الفتوش تنتهي باستعراض دموي لتاريخ ومستقبل العلاقات السورية اللبنانية,0
استنفار أمني واسع في دمشق ومناطق أخرى خشية هجمات لمازن الناطور,0
الإمارات تتبرع بعشرين ألف سي دي لأطفال غزة,0
نتنياهو يطلب من الشرع التوسّط للقاء ترامب,0
"""الحكومة السورية تطلق تطبيق """"عوّي ولاك"""" للتسهيل على الأقليات""",0
شكاوى وإيذاء للبيئة وأبحاث مهدورة: القصة الحقيقية لمداهمة الملهى في العاصمة السورية,0
تقارير الحدود: السوريون عاشوا أحلى ١٤ سنة قبل سقوط النظام,0
شكاوى وإيذاء للبيئة وأبحاث مهدورة: القصة الحقيقية لمداهمة الملهى في العاصمة السورية,0
ماذا تفعل العناصر المنضبطة في اليوم العادي الذي تحدث فيه المجازر؟,0
الحوثيون ينتصرون وينسحبون ويقصفون ويستسلمون في يوم واحد,0
تركيا تدعو الشرع لسب شعيب وحل الخلاف مع الدروز سلمياً,0
تحقيقات الحدود: مئات آلاف السوريين السُنَّة يسبُّون يومياً الدين,0
ماذا حل بالكيا ريو البيضاء؟ الحدود تسأل وقائد فوج السنتافيه 2003 يجيب,0
تأجيل جلسات المركزي الفلسطيني إلى أن يتوقف الحضور عن الضحك,0
بعد قرار منع تداول أفكار جماعة الإخوان: الحدود ترصد عودة هُبَل واللات والعزّى إلى شوارع الأردن,0
استمرار العنف طبيعي...فلماذا التطرف في رفضه؟,0
الشرع يبدي استعداده لتوقيع اتفاقية كف بلاء مع إسرائيل,0
الوجود والعدم في سوريا واحد,0
شكاوى وإيذاء للبيئة وأبحاث مهدورة: القصة الحقيقية لمداهمة الملهى في العاصمة السورية,0
شكاوى وإيذاء للبيئة وأبحاث مهدورة: القصة الحقيقية لمداهمة الملهى في العاصمة السورية,0
تقارير الحدود: السوريون عاشوا أحلى ١٤ سنة قبل سقوط النظام,0
ماذا تفعل العناصر المنضبطة في اليوم العادي الذي تحدث فيه المجازر؟,0
الحوثيون ينتصرون وينسحبون ويقصفون ويستسلمون في يوم واحد,0
دخول أربع راقصات في دين الله أفواجاً بعد نجاح غزوة الكباريه,0
أنت عربي؟ إذن أنت صنيعة الاستعمار,0
ناشطة برلينية تنتزع حقها في الريتريت بعد تعرضها لموجة قاسية من أخبار الإبادات في المنطقة,0
عاجل: ريال مدريد يطالب بإعادة المباراة مع طاقم التحكيم الأصلي,0
تحقيق لقناة إم تي ڤي يثبت أن السوري الآخر هو الجحيم,0
الحكومة تشكل لجنة لدراسة ماهيّة الطحين وكيف يُزرع محلياً,0
لماذا لم تتوقف الحرب على غزة رغم أنني لم آكل ماكدونالدز منذ سنة ونصف؟,0
الشرع: إسرائيل دمّرت جميع مخازن الاحتفاظ بحق الرد,0
سوريا: اعتماد أي ماهر بمنصب الرجل الثاني في أي موقع سلطة,0
خطة عربية-عربية لتقريب الفرات والنيل من حدود فلسطين,0
لماذا يعتقد الغزيّون أن الشيعي الذي لا يطيق السني الذي لا يطيق العلوي الذي لا يطيق الدرزي الذي لا يطيق المسيحي الذي لا يطيق الكردي الذي لا يطيق العربي المشرقي الذي لا يطيق العربي المصري الذي لا يطيق العربي المغربي الذي لا يطيق الأمازيغ الذين لا يطيقونهم، أنّ عليهم أن ينصروا إخوتهم في غزة؟,0
ظهور إمارات ابن زايد على الس,0
حماس تطالب بهدنة سريعة ليتسنى لها محاكمة المتظاهرين,0
إردوغان ينافس السيسي على لقب ديكتاتور ترامب المفضل,0
وفقا للتقرير فإن هذا يأتي في إطار اتفاق أوسع تم التوصل اليه مع الولايات المتحدة للاعتراف بالإدارة السورية الجديدة,0
"""ووفقا لضابط الاستخبارات الإسرائيلي فإن حزب الله يسعى لمواجهة """"حرب عصابات كالتي كانت قبل انسحاب إسرائيل من جنوب لبنان""""""",0
"""وقال نتنياهو إن ترامب حدد لإيران """"موعدا نهائيا واضحا للتوصل لاتفاق"""". •كما، أصدر الأميركيون تعليمات لدول الخليج بالامتناع عن تقديم المساعدات المالية للبنان وسوريا حتى تفهم التطورات مع الإيرانيين.""",0
رغم التحذيرات الأممية والدولية، تواصلت الانتهاكات والقتل في الساحل السوري، ووثق المرصد السوري مقتل ألفٍ وتسعمائةِ شخصٍ خلالَ الشهرِ المنصرمِ,0
دلالات عدّة يراها محللون حول توسيع المنطقة العازلة، فهي ليست مجرد خُمس مساحة القطاع بأكمله،,0
"""في اجتماع عقد بين ممثلين إسرائيليين وأتراك، اوضح أن أي تغيير في انتشار القوات الأجنبية في تدمر سيعتبر """"كسر أدوات"""" وسيتم الرد عليه وفقا لذلك""",0
"""نشر أول: خلال الأيام الأخيرة توجهت إسرائيل الى قطر عبر القنوات الديبلوماسية، تطالبها بإدانة الفتوى الدينية، وقوبلت بتجاهل تام، بحسب مصادر سياسية• قال أحدهم لـ i24NEWS: """"هذه دعوة للقتل""""""",0
"""وقع على رسالة الاحتجاج ألف عنصر من  طاقم الطيران من الاحتياط والمتقاعدين • قائد القوات الجوية: """"عضو الاحتياط النشط الذي يوقع لن يخدم"""" • """,0
زعم وزير الدفاع الأمريكي أن القرار بشأن شن رد عسكري ضد الولايات المتحدة يتعلق بإيران • يأتي هذا بعد تقرير عن نقل ست قاذفات من طراز B-2 إلى قاعدة عسكرية أمريكية بريطانية,0
تقرير: الرئيس اللبناني يقول إن حزب الله أظهر مرونة في قضية السلاح .,0
مصادر فلسطينية: خمسة قتلى وعدد من الجرحى في هجومين صاروخيين على مدينة غزة,0
سوريا تعيد استخدام مخيمات النازحين لاستيعاب مئات الآلاف من سكان غزة,0
‌‏الرئيس اللبناني: حزب الله أبدى مرونة وتعاونا بمسألة السلاح وفق خطة زمنية معينة,0
الجيش الإسرائيلي يعمل على ضم منطقة رفح وتحويل قطاع غزة لجيب إسرائيلي,0
‌‏الدفاع التركية: لا تزال التقييمات بشأن إنشاء قواعد تدريبية في سوريا مستمرة,0
‌‏السفارة الأميركية في اليمن: ناقشنا مع مجلس الرئاسة جهود إنهاء تهديد الحوثيين للملاحة,0
‌‏الدعم السريع تقول إنها سيطرت على مدينة أم كدادة شرقي الفاشر,0
إعلام روسي: حريق بمصفاة نفط لشركة روسنفت بمقاطعة أمور بعد هجوم أوكراني,0
المستشار الاقتصادي للبيت الأبيض: لا محادثات مع الصين حتى الآن,0
الرئيس اللبناني: حزب الله أبدى مرونة بشأن مسألة السلاح,0
"""ترامب: """"إذا تطلب الأمر عملاً عسكرياً في إيران، فإن إسرائيل ستقوده""""""",0
رصدت المؤسسة الأمنية الإسرائيلية إطلاق صاروخ من اليمن - والذي سقط بعد وقت قصير من إطلاقه,0
الجيش الإسرائيلي: طائرة مسيرة سقطت في الأراضي اللبنانية اليوم بسبب عطل فني,0
ماركو روبيو يلتقي وزير الخارجية المغربي لتعزيز السلام والأمن,0
"""""""اعتقال خلية تابعة لحماس خططت لهجمات ضد إسرائيليين والجيش الإسرائيلي""""""",0
مسؤول بالبنتاغون: ندرس مقترحا لسحب 10 آلاف جندي من أوروبا الشرقية,0
لماذا يعتقد الغزيّون أن الشيعي الذي لا يطيق السني الذي لا يطيق العلوي الذي لا يطيق الدرزي الذي لا يطيق المسيحي الذي لا يطيق الكردي الذي لا يطيق العربي المشرقي الذي لا يطيق العربي المصري الذي لا يطيق العربي المغربي الذي لا يطيق الأمازيغ الذين لا يطيقونهم، أنّ عليهم أن ينصروا إخوتهم في غزة؟,0
سوريا: اعتماد أي ماهر بمنصب الرجل الثاني في أي موقع سلطة,0
"أفادت مصادر مطّلعة لشبكة الحدود بأنَّ خليل الحية بعثَ بثلاث برقيات متطابقة لمكتب الكابينيت الإسرائيلي والوسيطين القطري والمصري، أعربَ فيها عن حاجة حركة حماس لهدنة ""بضعة أيام فقط يستر عرضكم"" حسبما ورد في الرسالة التي اطلعت عليها الحدود، بما يسمح للحركة بالتفرغ لمحاكمة المتظاهرين في شوارع غزة ممّن يضعون العصي واللافتات في عجلات قطار التحرير.",0
ولم تحدد الحركة شروطاً لقبول هذه الهدنة، إذ اعتبرت أنَّ الحديث عن نتساريم والمنطقة العازلة ونقاط التفتيش قابلٌ للتأجيل أمام أولويات اليوم، مكتفيةً بشرطٍ واحدٍ لضمان الهدنة من جانبها، وهو ضمان الاحتلال عدم الاعتداء على ساحات شارع صلاح الدين التي ستتم فيها المحاكمات على منصات تسليم الأسرى ذاتها، لكن من دون أهازيج تستفز العدو وتُشعره بالهزيمة.,0
من جهتها، نقلت قناة الجزيرة عن مصادر سيطرة الجيش السوداني على القصر الرئاسي في مدينة الخرطوم، واستعداد سوريا للإعلان عن الحكومة الجديدة خلال يومين ومشاريع جديدة لحرق النفايات في العراق، فيما أفادَت تقارير بخروج بضعة متظاهرين في بيت لاهيا شكراً لله على نعمة المطر، لكنها لم تتثبَّت من صحة ذلك بشكلٍ مستقل.,0
ودان,0
ترامب يؤكد أنه أسد وسيحرق البلد,0
لماذا لا تثمر جهود الوساطة لحل صراعات المنطقة؟ أنت تسأل وخبير الحدود للثمار المعدلة جينياً يجيب,0
مطالب شعبية في غزة بتخفيف حدة المساعدات,0
تحقيق أممي يتوصل إلى وجود حرب في غزة,0
تحقيق لقناة إم تي ڤي يثبت أن السوري الآخر هو الجحيم,0
بعد خروجه من المولد ببعض الحمص الذي قايضه برفح المصرية٬ أكد سيادة الرئيس الدكر عبد الفتاح نور عينينا السيسي أنه رأى النبي موسى في منامه يحمل الوصايا العشر متجولاً في جبال سيناء وقد اكتسى وجهه بالحزن، بسبب نسيان الإسرائيليين أرض نبيهم وتقاعسهم عن شرائها والعودة إليها حتى الآن.,0
وأوضح عبد الفتّاح أن ضميره يرفض أن يأكل أرضاً حراماً، وهو على أتم الاستعداد أن يتنازل لإسرائيل عن سيناء في الشهر العقاري لقاء سعر مميز لن يجدوه في صحراء أخرى، وذلك كرمى للخبز والملح وكامب ديفيد، وبإمكانهم الحصول على أراض أخرى ضمن الطريق البحري الذي شقه موسى بعصاه مقابل سعر لقطة وخصم ١٠٪ لم يصح لأي شعب مختار من قبل.,0
وحث عبد الفتّاح نتنياهو على المسارعة لاغتنام عرضه الخاص، لأن مصر أم الدنيا، كل الدنيا، ولا يمكنها التفريق بين أبنائها في شتى أنحاء العالم، سواء كانوا أفراداً مثل السياسيين ورجال الأعمال والرسل والأنبياء وآلهة الإغريق والمسيح الدجال، أو حكومات دول عادية أو سعودية أو إماراتية أو دول احتلال واستعمار، ويمكن لأي جهة شراء قطعة الأرض التي تناسب نبيها وربها والعودة إليها، ولن يسمح للتاريخ والجغرافيا أن يقفا عائقاً أمام إعادة الحق لأصحابه وإعلاء رصيده البنكي.,0
إسرائيل تهدد بإعادة لبنان إلى العصر الغزّي,0
نتنياهو يؤكد أنه لن يسمح بوجود حكومة متطرفة في غزة كونه توجد واحدة في إسرائيل,0
الاتحاد الأوروبي يندد بتجويع غزة رغم توفّر كميات كبيرة من الأسلحة لدى إسرائيل,0
ما هو الطريق ٧٤٩ الذي تنشئه إسرائيل؟ الحدود ستجيب مع أنك لم تسأل لأن لا أحد يتحدث بالموضوع,0
بعد إتمامه صفقة رفح المصرية: السيسي يؤكد لإسرائيل أن موسى كان في سيناء أيضا 🤑,0
السيسي يفوز بعطاء تحويل أكبر سجن مفتوح في العالم إلى أصغر سجن مغلق,0
نتنياهو يعلق محادثات الهدنة استعداداً لسلخها,0
دليل الحدود لنشر محتوى في الأردن دون التعرض للغرامة والسجن والصلب وقطع الأيدي والأرجل من خلاف ودخول جهنم وبئس المصير,0
نتنياهو يطالب حماس بتقديم تنازلات للتفاوض على طلباته بتقديمها مزيداً من التنازلات,0
إسرائيل تهدد بإعادة لبنان إلى العصر الغزّي,0
كيف تضغط أميركا على إسرائيل؟ أنت تسأل ونتنياهو يطالب بايدن بالنهوض من حضنه ليجيب,0
جمعية المزاودون العرب تحدد الموعد المناسب للحديث عما ليس وقته الآن,0
الحكومة الأردنية تدعو المواطنين إلى إضراب عن العمل تضامناً مع المنتخب الوطني,0
رداً على جرائم الاحتلال: دول عربية تنسحب من معاهدة منع انتشار أشد عبارات الإدانة,0
بايدن يدعو حاكم تكساس للتعقل وفتح معبر رفح,0
بروفايل حزب الله العراقي,0
بايدن يدعو شروق ودكتور فوود لعدم توسيع رقعة الصراع في المنطقة,0
إسرائيل تؤكد أن قيادات حماس موجودة في مكان ما,0
نتنياهو يشعر بالذنب جراء وقف مساعدات الأونروا ويدعو إلى توطين اللاجئين المتضررين,0
ظهور إمارات ابن زايد على السودان,0
رفعاً للحرج عن أهل غزة: هيئة علماء المسلمين تعفي سكان القطاع من الصيام هذا العام,0
انخفاض نسبة البطالة في لبنان بعد تشغيل آلاف المواطنين في حملات عنصرية,0
لاجئ سوري يتمكن من شراء ربطة خبز بسلام بعد اعتماده لغة الإشارة,0
دليل الحدود للتمييز بين سوبرمان ومواطن من غزَّة قد تجعلك تستحي على دمك وتشعر بأنهم بشر,0
انخفاض نسبة البطالة في لبنان بعد تشغيل آلاف المواطنين في حملات عنصرية,0
رفعاً للحرج عن أهل غزة: هيئة علماء المسلمين تعفي سكان القطاع من الصيام هذا العام,0
الإمارات والمغرب يوقفان صفقات أسلحة إسرائيلية لفشلها في اختبارات القضاء على الفلسطينيين,0
بايدن: لا أدلة على استهداف إسرائيل للمدنيين بصواريخنا الأميركية الرائعة  التي ظهرت في الفيديو,0
أميركا تعرض مقترحاً لتجديد السلطة الفلسطينية,0
المعارضة الإسرائيلية ترفض إبادة الفلسطينيين أو تهجيرهم حفاظاً على حقول تجارب الأسلحة,0
إشادة أميركية بذكاء الذكاء الاصطناعي الإسرائيلي في تحقيق إبادة جماعية ذكية,0
ما فائدة الصليب الأحمر في غزة؟ مواطن يسأل والصليب الأحمر يغلق الخط في وجهه,0
قمة المناخ: إشادة عربية بجهود إسرائيل في الحد من انبعاث نفس المقاومة في المنطقة,0
الصليب الأحمر يطالب أهالي غزة بالتواصل مع أوبر لنقل المصابين,0
شروط منح التأشيرة للمواطنين الراغبين بدخول العاصمة الجديدة,0
بعد العاصمة الجديدة: السيسي يقدم تصوّره عن الشعب الجديد,0
محافظ البصرة يحمّل أهالي الضحايا مسؤولية حادث الدهس لعدم تدريب أبنائهم على القفز والطيران وتفادي الشاحنات,0
الولايات المتحدة تغلق قضية المطبخ العالمي بدعوتها إلى فتح تحقيق فيها,0
دراسات الحدود: المطرقة وثلاث أدوات أخرى غير كافية لتفكيك الاحتلال الإسرائيلي,0
إسرائيل تقرر إنشاء مشفى ميداني لقتل الناجين من مشفى الشفاء,0
إسرائيل تعثر على رهائن وصواريخ بالستية ومحمد ضيف في مكاتب الجزيرة,0
غارة إسرائيلية تدّمر المكان والزمان المناسبين,0
جحافل الحشود العربية الغاضبة توقف زحفها نحو القدس بعد نفي حماس اغتصاب الجيش الإسرائيلي للنساء,0
الأردن يعلن التعبئة العامة ويطلب من المواطنين الانبطاح تمهيداً للزحف,0
مستثمر لبناني ينجح بتعويض خسائر موسم السياحة مع نمو سوق النزوح,0
دراسات الحدود: انتشار الإنترنت في الخمسينيات كان سيجعل من غيفارا تراڤل يوتيوبر,0
النقل السورية تقر قانون المرور الليلي الإلزامي لضمان استمرار إنارة الطرقات,0
إسرائيل تقرّ بحق العودة للموظفين الأجانب في الأونروا إلى بلادهم,0
الشاباك يداهم أحد مقار الأنروا ويضبط علبة فول مخصّب,0
إردوغان يتعهد لهنية تزويد حماس بمختلف أنواع الدعم العاطفي,0
الاستمطار والتطبيع وأسباب أخرى لفيضانات الإمارات إلا التغير المناخي ليس له علاقة إطلاقاً,0
الحدود تترجم بيان السفارة القطرية في واشنطن الذي أخفته الجزيرة عن القارئ العربي,0
أصوات من الشارع الأردني حول قصف أعداء صدّام حسين لأعداء صدّام حسين,0
الأسد: الرد الإيراني جاء أثناء دوامي في الشفت المسائي مع حركة عدم الانحياز,0
"""السعودية تنهي المرحلة الأولى من مدينة """"ذا داش""""""",0
نتنياهو يلاعب بايدن للاختيار بين الرد الإسرائيلي على إيران أو اجتياحها لرفح,0
إسرائيل تلعن الزمن الذي باتت فيه تحتاج للتفكير مرتين قبل قصف السفارات واغتيال العلماء وضرب المنشآت وجر المنطقة إلى حرب شاملة,0
شروط منح التأشيرة للمواطنين الراغبين بدخول العاصمة الجديدة,0
بعد العاصمة الجديدة: السيسي يقدم تصوّره عن الشعب الجديد,0
بن غفير يأمر بمنع الأسرى من حمل علامات التعذيب,0
هل من الآمن لطفلي إهداءه دفاعات جوية إيرانية,0
ما هي العقبات التي أزاحها مقتل السنوار عن طريق السلام إن كان نتنياهو قد نجا من محاولة الاغتيال؟,0
محمود عباس ينظم وقفة احتجاجية أمام مكتب المنسق لعدم منحه تصريحاً لزيارة غزة,0
بايدن يرسل شحنة أسلحة طارئة لإسرائيل بعد ربع ساعة من متابعة الجزيرة,0
الحدود تلقي القبض على العميل الذي نشر المقال السابق,0
قصة كفاح: هكذا حضرنا اجتماع العقبة وأكلنا الضيافة والتقطنا صوراً رغماً عن أنف إسرائيل,0
تعرّف على أهم نتائج ومخرجات اجتماع العقبة السياحي-الأمني,0
نتنياهو: الإصلاحات القضائية ستتيح للجميع تجاوز القانون قانونياً,0
سري: السيسي خطط لدفع إسرائيل للانسحاب من محور فيلادلفيا بتخجيلها بأدبه وأخلاقه,0
مستثمر لبناني ينجح بتعويض خسائر موسم السياحة مع نمو سوق النزوح,0
النقل السورية تقر قانون المرور الليلي الإلزامي لضمان استمرار إنارة الطرقات,0
دراسات الحدود: انتشار الإنترنت في الخمسينيات كان سيجعل من غيفارا تراڤل يوتيوبر,0
إسرائيل تقرّ بحق العودة للموظفين الأجانب في الأونروا إلى بلادهم,0
بن غفير يأمر بمنع الأسرى من حمل علامات التعذيب,0
الشاباك يداهم أحد مقار الأنروا ويضبط علبة فول مخصّب,0
هل من الآمن لطفلي إهداءه دفاعات جوية إيرانية,0
ما هي العقبات التي أزاحها مقتل السنوار عن طريق السلام إن كان نتنياهو قد نجا من محاولة الاغتيال؟,0
محمود عباس ينظم وقفة احتجاجية أمام مكتب المنسق لعدم منحه تصريحاً لزيارة غزة,0
مخاوف من وقف إطلاق النار في لبنان بعد جولة على التعليقات في السوشال ميديا,0
الردع النووي يتوسل بوتين التوقف عن البعبصة به كلما ارتفع لديه مستوى الأدرينالين,0
العراق يحتل المرتبة الأولى عالميا في التخلص من الغاز,0
ما الذي يفرحك بتحالف روسيا والصين وكوريا الشمالية وإيران؟ أنت تسأل والمحرر يواصل تحصين القبو,0
إسرائيل تعلق مفاوضات وقف إطلاق النار في لبنان بعد إطلاق النار على دورية أمن قرب سفارتها في الأردن,0
نعيم قاسم يعلن دحر الإسرائيلي من لبنان,0
قطر تتعهد بتقديم كل الدعم الذي تحتاجه حماس لشحن حقائب قياداتها إلى تركيا,0
ما الذي كان سيحدث لغزة وجبهة الإسناد لولا دعم جبهة الإسناد؟,0
ما هي الأوراق اللازمة لترخيص بناء دولة داخل الدولة في سوريا؟,0
بعد شعوره بالضيق من حلقة الاتجاه المعاكس: فايز الدويري يطالب بترقية حجزه الفندقي دعماً لصمود غزة,0
الأسد يعيد تموضعه خارج سوريا ويهيب بالمواطنين عدم الانجرار خلف الشائعات,0
"""ما هو العلو المناسب لكلمة """"الله""""؟""",0
نقابة الموسيقيين المصرية تخصص أول يومين بداية كل شهر للتحقيق مع شيرين,0
شاب يوسّع طاقته الاستيعابية ليتمكن من عدم الاعتياد على ثلاثة مشاهد إضافية,0
سوريا تطالب قطر بقبول حضورها الاجتماع الرباعي حول مستقبلها بصفة مراقب,0
هل يمكن إعادة تأهيل الآخر واستصلاحه؟,0
الفيديو غيم تغدر باللاعب وتعيده ثلاث مراحل إلى الخلف,0
مقابلة حصرية مع الخبير الجيوسياسي الذي كان على علم بالمستجدّات في سوريا لكنه فضل الصمت حتى الآن,0
دراسات الحدود: المنطقة ممتازة ولكن إسرائيل وإيران وتركيا وآل ثاني وآل سعود وآل زايد وآل نهيّان وآل الأسد و .....,0
سوريا: تقارير عن استخدام إيران سلاح الصمت العقابي,0
شاب يهدّد الهيئة بإعادة صورة الأسد إلى سيارته إذا لم يسمحوا له بوضع صورة الجولاني,0
شهود عيان: ماهر الأسد هرب مع الكوبرا على دراجة نارية,0
مرسوم صادر عن الجولاني: ماي نيم إز أحمد الشرع أند يو كان كول مي أبو احميد,0
استجابة لمطالب إسقاطها في إدلب: الجولاني يقرر نقل حكومة البشير تأديبيًا إلى دمشق,0
بوتين يستضيف الأسد ليتسنّى له كفكفته على تياسته,0
هل يجوز من بعد إذن شواربك أن يفرح السوري قليلاً؟,0
الأسد يعيد تموضعه خارج سوريا ويهيب بالمواطنين عدم الانجرار خلف الشائعات,0
